iter	F1	Logloss
126	0.8988396167	0.04645344769
127	0.8989736059	0.04642745065
128	0.89897847	0.04640151797
129	0.8990475273	0.04638357553
130	0.899116578	0.04636332853
131	0.8991229126	0.04632709546
132	0.8993346763	0.0462896643
133	0.8993321989	0.04626766336
134	0.8994340304	0.04622844895
135	0.8995030946	0.04621340761
136	0.8996074213	0.04616690727
137	0.8997005387	0.04612826894
138	0.8997832196	0.04610902367
139	0.8998619006	0.04608424533
140	0.9000289073	0.04603801792
141	0.9001493664	0.04601292236
142	0.9002843054	0.04595408015
143	0.9003204588	0.04592298267
144	0.9004923576	0.04587245403
145	0.9005453421	0.04584943145
146	0.9007654434	0.04580545097
147	0.9008699284	0.0457776099
148	0.9009640103	0.0457514247
149	0.9009968592	0.04571578483
150	0.9011294443	0.04568760881
151	0.9011898354	0.04565141168
152	0.9011755442	0.04563019338
153	0.9013812887	0.04560103145
154	0.9014587101	0.04557016539
155	0.9015135074	0.04551958543
156	0.901687177	0.04549174227
157	0.9017186771	0.04546913001
158	0.9017533423	0.04544700716
159	0.9017861449	0.04542721047
160	0.9018561242	0.04541339572
161	0.9019970414	0.04538464476
162	0.902106448	0.04536238644
163	0.9021427136	0.04534552887
164	0.9023101726	0.04531333885
165	0.9023780228	0.0452798385
166	0.9024853213	0.04525808
167	0.9025528013	0.04523063094
168	0.9026206985	0.04519422228
169	0.9027062685	0.04517022436
170	0.9027415774	0.04513480069
171	0.9028142046	0.04511924322
172	0.9029382422	0.04508840875
173	0.9029714442	0.0450618224
174	0.903026987	0.04503560241
175	0.9031557265	0.04502173575
176	0.9031655857	0.04500573385
177	0.9031925767	0.04495959582
178	0.903253845	0.04492342745
179	0.903337975	0.04489333135
180	0.9033727763	0.04487182501
181	0.9035758561	0.04484914723
182	0.9036682847	0.04483017958
183	0.9036464622	0.04481934048
184	0.9036781813	0.04480119468
185	0.9037275582	0.04477893558
186	0.903737934	0.04474370151
187	0.9038729361	0.04470898961
188	0.9039285139	0.04466364944
189	0.9040387774	0.04461533091
190	0.9041219432	0.04458532463
191	0.9041755587	0.04456731661
192	0.90441212	0.04453282365
193	0.9044244367	0.04449808447
194	0.9045241508	0.04447762518
195	0.9046364976	0.04444955241
196	0.9046990029	0.04443292858
197	0.9047193292	0.04442154657
198	0.9047837679	0.04439885691
199	0.9048393852	0.04437715686
200	0.9049237908	0.04435013909
201	0.9049502558	0.04433735826
202	0.9050338733	0.04431874469
203	0.9050070493	0.04428892043
204	0.9051417154	0.04426794672
205	0.9052007476	0.04424922712
206	0.9052548476	0.0442267767
207	0.9052925016	0.04419134531
208	0.9054180365	0.04417096218
209	0.9054487438	0.044142875
210	0.9055746265	0.0441168167
211	0.9056509512	0.04410708228
212	0.9057169332	0.0440796046
213	0.9057269716	0.04405942682
214	0.9057342702	0.04404410141
215	0.9057251539	0.04403093049
216	0.9058629165	0.04400096041
217	0.9059304209	0.04397918119
218	0.9060006769	0.04394724784
219	0.9061590904	0.04390957683
220	0.9061883003	0.04389075279
221	0.9062424448	0.0438683015
222	0.906305406	0.04384901054
223	0.9063829787	0.04382490321
224	0.9064444373	0.04381548289
225	0.9064882727	0.04378551199
226	0.90651622	0.0437704402
227	0.9065602837	0.04374987281
228	0.9066318471	0.04372134549
229	0.9066933196	0.0437058652
230	0.906713741	0.04369574372
231	0.9067900438	0.04367563432
232	0.9068472172	0.0436614029
233	0.9070211788	0.04361689192
234	0.9070446154	0.04360234077
235	0.9070431165	0.04358847413
236	0.9070502483	0.04357087719
237	0.9071222407	0.0435363726
238	0.9071104339	0.04352198613
239	0.907107438	0.04350996215
240	0.9071792556	0.04349503868
241	0.9072788408	0.04347339826
242	0.9072816708	0.0434599385
243	0.9074063621	0.04342390193
244	0.9074077061	0.04339861096
245	0.9075470329	0.04337746881
246	0.9075748167	0.04335933511
247	0.9075863404	0.04333261331
248	0.9076756792	0.0433097919
249	0.9077197312	0.04329067201
250	0.9077783066	0.04327280764
251	0.9078633196	0.04326065371
252	0.9078882624	0.04323949142
253	0.9079013182	0.0432168637
254	0.9079920926	0.04318941428
255	0.907987736	0.04317315231
256	0.9080670276	0.04314680895
257	0.9079642733	0.04313383574
258	0.9080773203	0.04310158608
259	0.9081726503	0.04307876364
260	0.9082504417	0.04305272367
261	0.9083604269	0.04303216138
262	0.9084264451	0.04300529899
263	0.9085511455	0.04298277318
264	0.908562854	0.04296664005
265	0.9086009794	0.0429496176
266	0.9086566779	0.04293393906
267	0.908721193	0.04291753689
268	0.9088737917	0.04290350938
269	0.9089280527	0.04287552477
270	0.9089617998	0.04286620322
271	0.9089294938	0.04284194466
272	0.9089940599	0.04282224462
273	0.909064495	0.04280880515
274	0.9091319926	0.04279823604
275	0.9092420293	0.04277769273
276	0.9092698987	0.0427695889
277	0.9093315258	0.04274590804
278	0.9093740921	0.04273806308
279	0.9093814566	0.04272536927
280	0.9094548243	0.04269868841
281	0.9095590134	0.04267390896
282	0.9096133667	0.04264530961
283	0.9096970529	0.04261785792
284	0.9097380847	0.04260407876
285	0.9098848237	0.04257599194
286	0.9100213908	0.04255600646
287	0.9101006595	0.04253552119
288	0.9102739007	0.04250508179
289	0.9104383628	0.04248484099
290	0.9103620878	0.04246860804
291	0.9105176478	0.0424509753
292	0.9107026084	0.04242037986
293	0.910727694	0.04241012888
294	0.910806992	0.04238998491
295	0.9109273822	0.0423705216
296	0.9110301895	0.04234760394
297	0.9111540046	0.04230027639
298	0.9112112549	0.04227515759
299	0.9113200233	0.04225373274
300	0.9113286171	0.04224040096
301	0.9114416772	0.0422187578
302	0.9115561657	0.04219605522
303	0.9116105534	0.04218469505
304	0.9117808573	0.0421670925
305	0.9117601932	0.04215843061
306	0.9118190995	0.04214555135
307	0.9118822836	0.04211941736
308	0.9119412026	0.04208627372
309	0.9119205298	0.04207136352
310	0.9119397802	0.04206129778
311	0.9120191259	0.04205020407
312	0.9119766089	0.04203648609
313	0.9120882671	0.04202082635
314	0.9120984743	0.04200169004
315	0.9120780595	0.04198589517
316	0.9121749877	0.0419720652
317	0.9122546248	0.04194800979
318	0.9122858043	0.04193750601
319	0.9122313783	0.04192305402
320	0.912391833	0.04188431657
321	0.9125049488	0.04185988923
322	0.9124890914	0.04184728732
323	0.9125262647	0.04182570552
324	0.9126379932	0.04179462967
325	0.9126481926	0.04178488443
326	0.9127131658	0.04176021364
327	0.9128850024	0.04173784767
328	0.9129264567	0.04172015934
329	0.9129545657	0.04171083006
330	0.9129429643	0.04169615886
331	0.9129120391	0.04168669818
332	0.9129809247	0.04167646524
333	0.9130498036	0.04165579857
334	0.9131278188	0.04163815962
335	0.9131218428	0.04162419732
336	0.9131264145	0.04160719475
337	0.9131910766	0.0415923839
338	0.9132511619	0.04157693235
339	0.9132455523	0.04156576085
340	0.9133517101	0.04154601497
341	0.9134329324	0.0415267511
342	0.9135091875	0.04151391657
343	0.9136616792	0.04149641045
344	0.9136648774	0.04146768934
345	0.9137189602	0.04144972042
346	0.9137826498	0.04143892217
347	0.9137738686	0.04142369372
348	0.9139230272	0.04140112759
349	0.9138860816	0.04138307181
350	0.9139683233	0.04136851306
351	0.914023271	0.04135465541
352	0.9140482236	0.04134412683
353	0.9140306618	0.04133656291
354	0.9140380526	0.0413185448
355	0.9140001456	0.04130363967
356	0.9140426633	0.04128160966
357	0.9141886701	0.04124704959
358	0.9142889493	0.04122708861
359	0.9143337836	0.04119817051
360	0.9143555027	0.04118273187
361	0.914325002	0.04116521867
362	0.9144428716	0.04114368066
363	0.9145635152	0.04112474015
364	0.9146222104	0.04111017829
365	0.914669363	0.04109570002
366	0.9146263538	0.04107876946
367	0.9146411499	0.04107206721
368	0.9146878033	0.04104929353
369	0.9147765878	0.04103560661
370	0.9148999846	0.04102479662
371	0.9149937721	0.04100390745
372	0.9150266528	0.04098661885
373	0.9150899899	0.04096896117
374	0.9151459264	0.04095380637
375	0.9152166703	0.04094041514
376	0.9152065233	0.04092811298
377	0.9151991199	0.0409199024
378	0.9152273628	0.04091263551
379	0.9152791936	0.04090116379
380	0.9153642041	0.04088579218
381	0.9154708556	0.04087156231
382	0.9155301008	0.04085482829
383	0.9156150909	0.04083570707
384	0.9156784391	0.04082208286
385	0.9157889628	0.04080856095
386	0.9158293287	0.0407852221
387	0.9158145104	0.04075592781
388	0.915851557	0.04074592152
389	0.9158892116	0.04072981765
390	0.9158757515	0.04072345219
391	0.9160071855	0.04070348924
392	0.9159720986	0.0406841401
393	0.9159087231	0.04066845862
394	0.9158958672	0.04065857553
395	0.9159848172	0.04064558397
396	0.9159524445	0.04063461319
397	0.9160111359	0.04061694977
398	0.9160010036	0.04060811353
399	0.9160179326	0.04059116266
400	0.9160866328	0.04057751835
401	0.9160211424	0.04056520151
402	0.916155353	0.04054281925
403	0.9162646116	0.04052234856
404	0.91631789	0.04049755327
405	0.9163833026	0.04048575915
406	0.9164696356	0.04047020381
407	0.9165613967	0.04043933108
408	0.9167408799	0.04041025164
409	0.9168164521	0.04038389176
410	0.9168906883	0.0403704866
411	0.9169568104	0.04035740781
412	0.9170303555	0.0403296758
413	0.9170566612	0.04030463881
414	0.9171160667	0.04028664339
415	0.9172915283	0.04027311172
416	0.9173043133	0.04025660264
417	0.9173258629	0.04023721571
418	0.9174115818	0.04022263432
419	0.9175013157	0.04020840978
420	0.9175533207	0.0401950487
421	0.9175331196	0.04018147789
422	0.9175979011	0.04017467385
423	0.9176154307	0.04015732013
424	0.9177760503	0.04014226058
425	0.9177598549	0.04012354193
426	0.9178092176	0.04010879856
427	0.9177916893	0.04009625606
428	0.9178240834	0.04008077863
429	0.9178301856	0.04006459045
430	0.9178949755	0.0400543332
431	0.9179544497	0.04003867408
432	0.9179807404	0.04001466938
433	0.9180091524	0.03999544365
434	0.9180944049	0.03998291902
435	0.9181464679	0.03997606962
436	0.9181740856	0.03996219768
437	0.9181525799	0.03995188091
438	0.91813903	0.03993539851
439	0.9181916126	0.03991315017
440	0.9183308084	0.03989808596
441	0.9183435404	0.03987988001
442	0.9183597421	0.03986853836
443	0.9183732988	0.03986356658
444	0.9183833834	0.03985017661
445	0.9183982631	0.03984090382
446	0.9184232271	0.03983232119
447	0.9184481907	0.03981405362
448	0.9184617503	0.03980650948
449	0.9185436044	0.03978931264
450	0.9186105867	0.03977339789
451	0.9186259418	0.03976176502
452	0.9186381903	0.03975474495
453	0.9185611278	0.03974083269
454	0.9186171807	0.03972435519
455	0.9186403598	0.03970998633
456	0.9185755378	0.03970034282
457	0.9186302791	0.03969170804
458	0.9186868032	0.03968074355
459	0.9186732346	0.03966625594
460	0.9186868032	0.03965714313
461	0.9187354161	0.03964423352
462	0.9187253385	0.03962804706
463	0.918829564	0.03960500152
464	0.918849716	0.03959638233
465	0.9189622894	0.03958180673
466	0.9190258135	0.03956406425
467	0.919118243	0.03954371226
468	0.9191396943	0.03953272019
469	0.9191957665	0.03951160793
470	0.919281639	0.03949787077
471	0.9192470077	0.03948486316
472	0.9193351001	0.03946336199
473	0.9193377151	0.03945193418
474	0.9193302645	0.03944176674
475	0.9193775833	0.03942765887
476	0.9193727461	0.0394138252
477	0.9195137763	0.03939890469
478	0.9196080497	0.0393881833
479	0.9196054434	0.03937981586
480	0.9196115938	0.03936203735
481	0.9196537133	0.03935414956
482	0.9197616442	0.03933918153
483	0.9198041314	0.03932706283
484	0.9198725485	0.03931874376
485	0.9199153676	0.03930513239
486	0.9199315807	0.03928908454
487	0.9198307448	0.03927781195
488	0.9198745228	0.03926495517
489	0.9198793813	0.03925469808
490	0.9199779518	0.03924060394
491	0.9199841119	0.03922732281
492	0.9200648561	0.03921766569
493	0.9201083167	0.03920341582
494	0.9201858142	0.03918982236
495	0.9203402061	0.03917679591
496	0.920229283	0.03916336575
497	0.920318822	0.0391508818
498	0.920343505	0.0391358031
499	0.9204531631	0.03912745433
500	0.9204580475	0.03911558412
501	0.9204317819	0.0391039998
502	0.9204665272	0.03909311413
503	0.9205576778	0.03908286371
504	0.9206320879	0.03906586219
505	0.9206830812	0.03905395414
506	0.9206369809	0.0390496848
507	0.9206730379	0.03904187081
508	0.9206805072	0.03903416408
509	0.920716818	0.03902213445
510	0.9207781041	0.03900684337
511	0.9209010208	0.03899749066
512	0.9209345355	0.03898122638
513	0.9209631475	0.03897607134
514	0.9210045847	0.03896194259
515	0.9211504439	0.0389491893
516	0.9211604788	0.03893922039
517	0.9211829056	0.03893026149
518	0.9211818263	0.03891904481
519	0.9212140886	0.03890289849
520	0.9212702586	0.0388946179
521	0.9212728143	0.03888432267
522	0.9212542197	0.03887135211
523	0.9212578616	0.03886319875
524	0.9212828462	0.03885670196
525	0.9212804804	0.03884790776
526	0.9212793924	0.03883617996
527	0.9213743864	0.0388199508
528	0.9213643592	0.03881482733
529	0.9213280756	0.03880386106
530	0.9213829589	0.03879057981
531	0.9214141398	0.038774627
532	0.9214703019	0.03876181582
533	0.9214803275	0.0387495649
534	0.9215177137	0.03873946759
535	0.9215140574	0.03872830989
536	0.9215264648	0.03871937939
537	0.9215476248	0.03870899436
538	0.9215824711	0.0387047741
539	0.9215811983	0.03869588661
540	0.9217409653	0.03868377277
541	0.9217783693	0.03867101563
542	0.9218219892	0.03866058403
543	0.9218207201	0.03865058755
544	0.921819451	0.03864181832
545	0.9218106996	0.03861643571
546	0.9218094303	0.03860520075
547	0.9218668831	0.03859510627
548	0.9218793123	0.03858410206
549	0.922017939	0.03856622291
550	0.922095317	0.03854749661
551	0.9222463956	0.03852339774
552	0.9222126609	0.03851188086
553	0.9222800451	0.03849793653
554	0.9222875329	0.03848620528
555	0.9223262347	0.03847480131
556	0.9223262347	0.03846637802
557	0.9223261554	0.03845721417
558	0.9224074239	0.0384372794
559	0.922452294	0.03842781067
560	0.9225185137	0.03841124611
561	0.9225747253	0.03840077754
562	0.9226171624	0.03838807591
563	0.9226046421	0.03837493534
564	0.9226633749	0.03835993062
565	0.9227033524	0.03834546235
566	0.9227221049	0.03833682955
567	0.9227433657	0.0383226256
568	0.9227046078	0.03831396006
569	0.9228157942	0.03829927896
570	0.922880764	0.03828348335
571	0.9229232481	0.03827108592
572	0.9229357351	0.03825911129
573	0.9229794699	0.03824188473
574	0.9229382385	0.03822486041
575	0.9229532294	0.03821989126
576	0.9230356882	0.03820178283
577	0.9230831709	0.03819150175
578	0.9231356559	0.03818147089
579	0.9231719006	0.03816477677
580	0.9231618961	0.03815101339
581	0.9232231492	0.03813852369
582	0.9232793917	0.03812748004
583	0.9232606506	0.03810491486
584	0.9233031399	0.03808785871
585	0.9233731103	0.03806784948
586	0.9234318767	0.03805356918
587	0.9235731405	0.03803386706
588	0.9236456404	0.0380252239
589	0.9236169227	0.03801315756
590	0.9237482327	0.03800147715
591	0.9238145545	0.03798965226
592	0.9238995295	0.03797789994
593	0.9239283247	0.03796377651
594	0.9240345859	0.03794842217
595	0.9240583479	0.03793076347
596	0.9240545416	0.0379234701
597	0.9241247034	0.03790454912
598	0.9241572121	0.03789330941
599	0.9242171818	0.03787857697
600	0.9242547381	0.03787207552
601	0.9242785043	0.03786482127
602	0.9242972198	0.03785487457
603	0.9243222157	0.03784404992
604	0.9243372397	0.0378357276
605	0.9244174233	0.03781621991
606	0.9244261656	0.03780377072
607	0.9244875067	0.03778808549
608	0.924506218	0.03777513516
609	0.9245937884	0.03776311335
610	0.9246313667	0.03775138427
611	0.9246888793	0.03773185025
612	0.9246726222	0.03772462989
613	0.9246864306	0.03771661499
614	0.9246951715	0.03770918353
615	0.9247215674	0.03769339693
616	0.9247565318	0.0376874372
617	0.9248591566	0.03767298815
618	0.924876637	0.03766233221
619	0.9248754156	0.03765240935
620	0.9249217511	0.03763594546
621	0.92496423	0.03762599649
622	0.9249804891	0.03761308401
623	0.9250205273	0.03760239141
624	0.9250418692	0.03759686548
625	0.925074389	0.03758695811
626	0.9250593477	0.03757993688
627	0.9250418692	0.03757177618
628	0.9250918669	0.03756290469
629	0.9251182985	0.03755351585
630	0.9250469524	0.03754645244
631	0.9250670786	0.03753632593
632	0.9250959474	0.0375304923
633	0.9250896436	0.03752262187
634	0.9251522568	0.03751276455
635	0.9251646475	0.03750492759
636	0.9253034775	0.03749335245
637	0.9253835709	0.03747949903
638	0.9253874551	0.03747211785
639	0.9254214408	0.03745878646
640	0.9254127023	0.03745161475
641	0.9254940229	0.0374412116
642	0.9255301848	0.03742436115
643	0.9255690273	0.0374173164
644	0.9255801851	0.03740302719
645	0.9256015548	0.03739658291
646	0.9256491368	0.03738950721
647	0.9256328728	0.03738240509
648	0.9256678187	0.03736962808
649	0.9257178172	0.0373598303
650	0.9257190252	0.03734729669
651	0.9257777561	0.03733007173
652	0.9258840653	0.03731721692
653	0.9259403815	0.03730226582
654	0.9259954952	0.03728997126
655	0.9259467063	0.03727652505
656	0.9259713967	0.03726194195
657	0.9259713967	0.03725530149
658	0.9260328327	0.03724155526
659	0.9260090415	0.03723225757
660	0.926026818	0.03721570252
661	0.9260656724	0.03721196971
662	0.9261469904	0.03719579283
663	0.9261759157	0.03718814219
664	0.9261885786	0.03718013186
665	0.9263301723	0.03716353751
666	0.9263214399	0.03715472655
667	0.9263639025	0.03714433223
668	0.9263877028	0.03713388183
669	0.9264329112	0.03712841841
670	0.926504319	0.0371147846
671	0.9264741765	0.03711270749
672	0.9264829078	0.03710590602
673	0.9265368536	0.03709193092
674	0.9266082656	0.03707986697
675	0.9266423714	0.03706701285
676	0.9266776763	0.03705963303
677	0.9266939466	0.03705381484
678	0.9267491051	0.03704244708
679	0.926717756	0.03703546766
680	0.9266828292	0.03702392783
681	0.9267264873	0.0370127887
682	0.9267542611	0.03699374886
683	0.9267792639	0.03698918805
684	0.9268693509	0.03698309646
685	0.926885622	0.03697347236
686	0.9268792711	0.03695961812
687	0.9269030825	0.03694405314
688	0.9269118126	0.03693194596
689	0.9269832489	0.03692266981
690	0.9269780837	0.03690192049
691	0.9270118122	0.0368960346
692	0.9270999447	0.03688438186
693	0.9271313036	0.03687455587
694	0.9271638488	0.03686446189
695	0.9271789364	0.03684699696
696	0.9272742067	0.03683316801
697	0.9273079364	0.03682217427
698	0.9273532092	0.03681122125
699	0.9274067565	0.03680331918
